Gene_acc,Gene_id,PG.ProteinAccessions,H4ALL.1,H4ALL.2,H4ALL.3,KO1.1,KO1.2,KO1.3,Desc
489,Tb927.1.750,Tb927.1.750:mRNA-p1,17.005126454998173,17.02803874788978,17.145522355430533,17.235192109962725,17.148851873147564,16.962263687514845,Metal-binding domain-containing protein
490,Tb927.1.790,Tb927.1.790:mRNA-p1,15.083634328474052,15.555227461200118,15.487228792030901,15.607385516478509,15.488310769823164,15.412937912878624,"hypothetical transmembrane protein, conserved"
492,Tb927.1.860,Tb927.1.860:mRNA-p1,17.771894828785364,17.6690837977233,17.79224935380389,17.721620226492554,17.267072691445836,17.608602262215026,"transmembrane protein, putative"
493,Tb927.1.870,Tb927.1.870:mRNA-p1,16.79859559703296,17.02311067146303,16.918983216479372,16.744097291162966,16.108124803477065,16.74232711896473,deoxyhypusine synthase
494,Tb927.1.880,Tb927.1.880:mRNA-p1,19.25148342191735,19.174293314281748,19.144279680624383,19.138666158187014,19.477879784797754,19.035098268561093,"Midasin, putative"
495,Tb927.1.990,Tb927.1.990:mRNA-p1,17.76252488674486,17.548577590664884,17.708888962980456,17.073748020013554,18.343715711246514,17.789828524852076,Enkuring domain-containig protein
496,Tb927.10.10000,Tb927.10.10000:mRNA-p1,16.925426493963073,16.875038080665988,16.80026432183414,16.514234998108094,18.040472342302575,16.44114546951153,"hypothetical protein, conserved"
497,Tb927.10.10010,Tb927.10.10010:mRNA-p1,19.998267438753764,19.776949824415162,19.84846076473195,19.786277904606298,19.79930533987705,19.51472332306842,"mRNA turnover protein 4 homolog, putative"
498,Tb927.10.10030,Tb927.10.10030:mRNA-p1,17.5609132980502,17.183313410588227,17.141281752630583,17.123486007368367,16.840342383532615,17.545801126309364,"hypothetical protein, conserved"
500,Tb927.10.10080,Tb927.10.10080:mRNA-p1,17.281210129402368,17.261101804135162,17.13127404669476,17.105932320012528,17.83415322570006,17.20626379407571,"hypothetical protein, conserved"
501,Tb927.10.10090,Tb927.10.10090:mRNA-p1,17.278462503364057,17.25890225743331,17.437326653236155,17.017278065138683,16.350563718533454,17.10214087500393,Component of motile flagella 14
502,Tb927.10.10120,Tb927.10.10120:mRNA-p1,15.942001296139104,15.501283242245329,16.01054193512606,15.391245163010213,16.157848500173852,15.798904249569667,"hypothetical protein, conserved"
503,Tb927.10.10130,Tb927.10.10130:mRNA-p1,16.43381081408479,16.69819330546864,16.738332792950263,16.670951392644625,18.660998001209705,16.543255245764662,RNA editing mediator complex protein 1
504,Tb927.10.10140,Tb927.10.10140:mRNA-p1,21.04309438754507,20.813310802375444,20.866574504026957,20.88526068604799,21.344071417636577,21.093039663740935,"paraflagellar rod component, putative"
505,Tb927.10.10160,Tb927.10.10160:mRNA-p1,17.02844620296803,17.114094661340374,17.14314931565617,17.3237724956288,16.571416351787928,16.696525697732476,Kinetoplast polyadenylation factor 4
506,Tb927.10.10170,Tb927.10.10170:mRNA-p1,16.37235882039586,16.51418478372953,16.349365197677628,16.37675137899861,-inf,16.271518025683335,"pre-mRNA splicing factor 46, putative"
507,Tb927.10.10180,Tb927.10.10180:mRNA-p1,14.610814327973554,14.690684339544877,14.833083876879563,14.522628102142324,14.973888964319611,14.54598407362736,"Miro-like protein, putative"
510,Tb927.10.10280,Tb927.10.10280:mRNA-p1,20.51938430203473,19.923569956683284,20.05577757779936,20.646739752859762,20.51291451334354,20.776996495227984,Microtubule-associated repetitive protein 2
512,Tb927.10.10320,Tb927.10.10320:mRNA-p1,18.591294629366235,18.69642466510066,18.58355602917696,18.652038906805938,19.023099839448406,18.561328504728106,"dynein light chain Tctex-type, putative"
513,Tb927.10.10330,Tb927.10.10330:mRNA-p1,18.870527273718622,19.166951761181984,19.6821842919441,18.754032176405335,24.0491382848845,19.678551141155197,Anaphase-promoting complex subunit CDC27
514,Tb927.10.10340,Tb927.10.10340:mRNA-p1,18.7315501312987,18.61497297463272,18.675896964753097,18.559113776446356,19.099467887863007,18.649292364097967,"structural maintenance of chromosome 2, putative"
515,Tb927.10.10350,Tb927.10.10350:mRNA-p1,17.796337123226348,17.905860900602796,17.973593412859447,17.8709127961989,17.931669464280468,17.63102303430785,"STE/STE11 serine/threonine-protein kinase, putative"
516,Tb927.10.10360,Tb927.10.10360:mRNA-p1,19.366356101726275,18.949523783600267,18.95114168502006,18.782130190151214,19.676508725158808,19.57862975023926,Microtubule-associated repetitive protein
517,Tb927.10.10370,Tb927.10.10370:mRNA-p1,16.710793193847703,16.54952923262792,16.68325936747157,16.83403408383704,16.68202265062907,16.419775314532036,"hypothetical protein, conserved"
518,Tb927.10.10380,Tb927.10.10380:mRNA-p1,16.96349453243844,16.943113585272283,16.92721362997092,16.97090176656227,16.728696127885314,16.624502206421813,"ATP-dependent DEAD/H RNA helicase, putative"
519,Tb927.10.10390,Tb927.10.10390:mRNA-p1,21.223784759584774,21.31828889625426,20.651321197899318,21.63129009050569,21.480230582100166,21.238654887473697,trypanothione reductase
520,Tb927.10.1040,Tb927.10.1040:mRNA-p1,21.374083637217208,21.33166856903819,21.269041618538374,21.364333867626414,21.474626257295046,21.542346456474398,"serine peptidase, Clan SC, Family S10"
521,Tb927.10.10410,Tb927.10.10410:mRNA-p1,15.053920082969869,15.391101697659458,15.387451518865184,15.415908328530715,15.38673544838797,15.000949547627293,"DNA replication licensing factor MCM8, putative"
522,Tb927.10.10420,Tb927.10.10420:mRNA-p1,17.412788062279258,17.33587403151821,17.36755952499293,17.304510222977342,17.773972722059323,17.18223642146927,"monothiol glutaredoxin, putative"
523,Tb927.10.10445,Tb927.10.10445:mRNA-p1;Tb927.10.10460:mRNA-p1;Tb927.10.10470:mRNA-p1;Tb927.10.10480:mRNA-p1;Tb927.10.10490:mRNA-p1;Tb927.10.10500:mRNA-p1;Tb927.10.10510:mRNA-p1;Tb927.10.10520:mRNA-p1;Tb927.10.10530:mRNA-p1;Tb927.10.10540:mRNA-p1;Tb927.10.10550:mRNA-p1;Tb927.10.10560:mRNA-p1;Tb927.10.10570:mRNA-p1;Tb927.10.10580:mRNA-p1;Tb927.10.10590:mRNA-p1,26.05624459674344,25.946184077449264,25.913668011928426,25.956393972014933,26.488879519053842,25.903671435650725,"histone H2B, putative"
524,Tb927.10.1060,Tb927.10.1060:mRNA-p1,21.21004181671602,21.262925106719003,21.15834465109472,21.011623619647004,21.86824862263014,20.91810674739803,"T-complex protein 1, delta subunit, putative"
526,Tb927.10.10610,Tb927.10.10610:mRNA-p1,20.02291754475136,19.95789024727777,19.910909569974805,20.0898598651777,20.00528736490918,19.877106514341566,"protein tyrosine phosphatase, putative"
527,Tb927.10.10620,Tb927.10.10620:mRNA-p1,16.74099865467687,16.661235424004417,16.73427062141875,16.646752934693684,16.411106472559545,16.66990212738399,"hypothetical protein, conserved"
528,Tb927.10.10630,Tb927.10.10630:mRNA-p1,18.015242505085364,17.994702852497312,17.96584099104313,17.9401642766195,18.140902459260026,17.970804543683162,"hypothetical protein, conserved"
530,Tb927.10.10690,Tb927.10.10690:mRNA-p1,15.553780907136122,15.909732159102823,16.204491444704402,16.308772851636462,14.879715513179162,15.773432425619223,"CEP19-like protein, putative"
531,Tb927.10.1070,Tb927.10.1070:mRNA-p1,19.674443801472414,19.571823803242793,19.559140857061788,19.34403822208402,19.643639888178885,19.708841824790063,cdc2-related kinase 1
532,Tb927.10.10700,Tb927.10.10700:mRNA-p1,17.06136163306464,16.92926725927802,17.102489968579825,16.78340014802274,18.238748900476228,17.009585014655006,splicing factor Prp31
533,Tb927.10.10720,Tb927.10.10720:mRNA-p1,17.26032620580532,17.320700166686596,17.348544739429528,17.144121722508753,17.743308179185533,17.49879029907237,"Tetraspanin family, putative"
534,Tb927.10.10730,Tb927.10.10730:mRNA-p1,13.627398956795439,14.443397237283554,13.680960383937325,14.911757420585374,14.454027006273813,13.529458316859152,RNA Interference Factor 5
535,Tb927.10.10740,Tb927.10.10740:mRNA-p1,15.018291712472964,15.038954311349894,14.883646379485844,15.662764629967045,15.103542025151498,14.717585227711183,"hypothetical protein, conserved"
536,Tb927.10.10780,Tb927.10.10780:mRNA-p1,16.81654347577853,16.08283252505995,16.633028023362325,16.52452808525882,17.441914807362767,16.881665903705812,"hypothetical protein, conserved"
537,Tb927.10.1080,Tb927.10.1080:mRNA-p1;Tb927.10.1090:mRNA-p1,22.322675131665218,22.195763126665902,21.982611197755606,21.98683703339521,21.943989926667506,21.88698934764406,"40S ribosomal protein S23, putative"
538,Tb927.10.10800,Tb927.10.10800:mRNA-p1,16.485367958764716,16.50485219730171,16.354512514264275,16.34258662647678,18.1277579141441,16.998626236660474,"palmitoyl acyltransferase 2, putative"
539,Tb927.10.10830,Tb927.10.10830:mRNA-p1,18.42502453883352,18.19551083592031,18.22876805791498,18.536092562452563,19.034340902527227,18.351280304225998,RGG-containing protein 2
540,Tb927.10.10840,Tb927.10.10840:mRNA-p1,17.19265086084744,17.28149371683898,17.194753248064817,17.551975511425752,17.546671597304762,17.20086314315353,Enriched in surface-labeled proteome protein 15
541,Tb927.10.10850,Tb927.10.10850:mRNA-p1,21.73601115317151,21.809668836403777,21.652324424135582,21.543818907967168,21.994083375890934,21.722861196899657,Protein argonaute-1
542,Tb927.10.10870,Tb927.10.10870:mRNA-p1,15.027761086331306,15.254927252435595,15.067872518189752,15.630925082804561,13.673281035692781,14.883936618302766,"CMGC family protein kinase, putative"
543,Tb927.10.10880,Tb927.10.10880:mRNA-p1,19.491268389719004,19.40983709939698,19.363752319539287,18.971412166926747,19.691595936783187,19.464998729957635,"ATP-binding cassette sub-family F member 1, putative"
545,Tb927.10.1100,Tb927.10.1100:mRNA-p1,22.498027205778705,22.44189606952123,22.457493354766633,21.977113412846155,22.443416335061663,22.273449027273916,"60S ribosomal protein L9, putative"
546,Tb927.10.11020,Tb927.10.11020:mRNA-p1,18.443445803322604,18.388067094768022,18.4930973165716,18.346553499444717,19.144849586669277,18.266911041827733,"DNA mismatch repair protein MSH2, putative"
547,Tb927.10.11030,Tb927.10.11030:mRNA-p1,17.976702907336474,17.74655614415021,17.92114022947381,18.573199793511943,18.16872505733567,18.153730604783153,Archaic translocase of outer membrane 11 kDa subunit
548,Tb927.10.11080,Tb927.10.11080:mRNA-p1,17.94165481698784,17.925838542446257,17.82391519646459,17.84834327624971,17.6131613098797,17.751602182467792,paraflagellar rod protein
549,Tb927.10.11130,Tb927.10.11130:mRNA-p1,14.429760451123267,14.430186064613261,14.223153857816566,14.383143293408782,13.882016640024338,14.34818864824758,"SET domain containing protein, putative"
550,Tb927.10.11140,Tb927.10.11140:mRNA-p1,17.924228068880307,17.865283581719577,17.900881913591235,17.799374219722864,18.748110321154016,18.00315535225884,"hypothetical protein, conserved"
551,Tb927.10.11150,Tb927.10.11150:mRNA-p1,18.33605402310527,18.373019380736874,18.310998924469203,18.342760493670017,18.996851261665892,18.138588982495307,"hypothetical protein, conserved"
552,Tb927.10.11170,Tb927.10.11170:mRNA-p1,17.05473347624379,17.055272504438747,17.02767892470129,17.02861228884736,17.236722255791427,16.860284055518466,"hypothetical protein, conserved"
553,Tb927.10.11180,Tb927.10.11180:mRNA-p1,16.997513741482862,16.893451614899124,16.826604732855287,16.9144828563384,16.798200540130832,16.80795575344775,"Ubiquitin-like modifier-activating enzyme ATG7, putative"
555,Tb927.10.11210,Tb927.10.11210:mRNA-p1,18.199837513602855,18.187068547134643,18.09034812961167,17.99510481748307,18.3747655592434,18.111240440873615,"hypothetical protein, conserved"
556,Tb927.10.11220,Tb927.10.11220:mRNA-p1,16.55073128759937,16.72512781843063,16.774885766412925,16.40837457755493,-inf,16.8543628811589,procyclic form surface phosphoprotein
557,Tb927.10.11250,Tb927.10.11250:mRNA-p1,18.347107949002364,18.576721908823444,18.553838548785773,18.363972832963267,18.793176116708956,18.430562042134696,Coiled-coil domain-containing protein 40 homolog
558,Tb927.10.11270,Tb927.10.11270:mRNA-p1,16.64768436565879,16.895964890995334,16.78002466071743,16.548798277986766,15.747645575397707,15.97453852687353,"RNA-binding protein, putative"
559,Tb927.10.11300,Tb927.10.11300:mRNA-p1,22.14107854987467,22.000465653861678,22.038774009134197,22.17789030511563,21.615028222575845,22.218113985383233,"paraflagellar rod component, putative"
560,Tb927.10.11310,Tb927.10.11310:mRNA-p1,19.766100195426656,19.619157066516706,19.671303282104084,19.228453655857777,19.49694493745281,19.80247988045678,intraflagellar transport protein 57/55
561,Tb927.10.11330,Tb927.10.11330:mRNA-p1,17.05244599561055,17.087019583988926,17.114612600041653,17.219871165087312,16.624983153291755,17.13893514725199,"EF-hand domain pair, putative"
563,Tb927.10.11380,Tb927.10.11380:mRNA-p1,17.905491675708642,17.988769445999477,17.949380133647704,17.40260980145078,17.728079630327443,17.449286201318245,"hypothetical protein, conserved"
564,Tb927.10.11390,Tb927.10.11390:mRNA-p1,23.309748057048157,23.29539522970298,23.313392366645257,23.12399837659812,23.48297728828622,22.92607959645041,"60S ribosomal protein L6, putative"
565,Tb927.10.11400,Tb927.10.11400:mRNA-p1,16.357956384019786,16.272369796079968,16.327875499558232,16.431407314650716,16.674320842287518,16.315534769242795,"WD domain, G-beta repeat, putative"
566,Tb927.10.11410,Tb927.10.11410:mRNA-p1,15.340673246367922,14.999028486934792,15.040503111377651,15.510965733063053,14.229970138567076,15.155013979770287,"hypothetical protein, conserved"
567,Tb927.10.11450,Tb927.10.11450:mRNA-p1,15.65361155982413,15.4356649203997,15.616376424921974,15.3303471420008,16.089459371462905,15.45982743712657,"TFIIF-stimulated CTD phosphatase, putative"
568,Tb927.10.11510,Tb927.10.11510:mRNA-p1,16.44693284344416,16.3514083729431,16.52922344889744,16.643429719842064,16.784729386899695,16.46878448446406,"hypothetical protein, conserved"
569,Tb927.10.11520,Tb927.10.11520:mRNA-p1,16.288958560748853,14.663201496639457,15.034056892710502,15.428969145305022,16.1763131781074,16.170227812000274,mitochondrial import inner membrane translocase subunit tim13
570,Tb927.10.11530,Tb927.10.11530:mRNA-p1,16.21000211831742,16.22516006148269,16.25848710559319,16.244888295656494,16.91728556978763,16.061408111880937,"hypothetical protein, conserved"
571,Tb927.10.11540,Tb927.10.11540:mRNA-p1;Tb927.9.6070:mRNA-p1,22.450230095948186,22.280093067908563,22.363144730941634,22.010755503216277,22.73845660094613,22.038110530671492,"40S ribosomal protein S3, putative"
573,Tb927.10.11570,Tb927.10.11570:mRNA-p1,14.868954584320978,14.509623527078636,14.760388091227972,15.129177975945534,14.511804159060393,14.781086316507348,"hypothetical protein, conserved"
574,Tb927.10.11580,Tb927.10.11580:mRNA-p1,16.053887776273477,15.791301523980138,15.69949133228168,16.34345060213614,14.960058777775833,15.799275296561364,predicted WD40 repeat protein
575,Tb927.10.11590,Tb927.10.11590:mRNA-p1,19.299117863902794,19.37112336007795,19.383453419033938,19.48808897040613,19.519467210705578,19.167283989537452,"nicotinate phosphoribosyltransferase, putative"
576,Tb927.10.11600,Tb927.10.11600:mRNA-p1,17.2630052258156,17.138984190955483,17.206589328323325,17.304774926793193,17.66204115204,17.249012876806262,"hypothetical protein, conserved"
577,Tb927.10.11610,Tb927.10.11610:mRNA-p1,17.414387043269436,17.154469554064985,17.272851578553492,16.911879363278306,18.362118133742207,17.08452943855162,SKP1-like protein
578,Tb927.10.11660,Tb927.10.11660:mRNA-p1,17.234005487957035,16.863012796153036,16.71420348121798,16.889578323275714,17.49176846309572,17.37471688016414,"hypothetical protein, conserved"
579,Tb927.10.11680,Tb927.10.11680:mRNA-p1,16.7736439006808,16.92220091957669,16.814319205490964,17.495356612257872,17.78980902723363,16.92072411126374,Voltage-gated Chloride channel Like 2
580,Tb927.10.11690,Tb927.10.11690:mRNA-p1,16.65358881960154,16.72575025816631,16.814188926626233,17.08676000966874,17.246937712532045,16.594259330026265,"YEATS family, putative"
581,Tb927.10.1170,Tb927.10.1170:mRNA-p1,20.186685388767547,20.098159660828777,20.070085721999963,20.127227195547785,20.112278660013217,20.034691512865756,intraflagellar transport protein 172
582,Tb927.10.11700,Tb927.10.11700:mRNA-p1,21.054115895770856,20.972452498037217,20.952689888191834,20.74641478159424,21.168495385047965,20.847926353724617,"guanylate kinase, putative"
583,Tb927.10.11720,Tb927.10.11720:mRNA-p1,14.044585226329845,14.396998885046285,14.459270258617796,15.30643750923655,14.355673301840653,14.337688588252563,"CW-type Zinc Finger, putative"
584,Tb927.10.11730,Tb927.10.11730:mRNA-p1,16.5808814330428,16.724501154808387,16.879411429078473,16.1266616260676,16.078156672633405,16.71250821382646,"zinc finger protein family member, putative"
585,Tb927.10.11760,Tb927.10.11760:mRNA-p1,18.836339539926264,19.00035750763132,18.573656547652586,18.745524053221448,19.528528511545236,19.077034087648002,pumilio/PUF RNA binding protein 6
586,Tb927.10.11780,Tb927.10.11780:mRNA-p1,17.66513105520664,17.661030740252766,17.581080679439562,17.71082408664588,18.20169365007318,17.709144513546512,"hypothetical protein, conserved"
587,Tb927.10.11800,Tb927.10.11800:mRNA-p1,17.968450769559485,17.680131774936278,17.83426136133465,17.88042401507572,18.218621026977118,17.69071715766587,"Axonemal inner arm dynein light chain, putative"
588,Tb927.10.11810,Tb927.10.11810:mRNA-p1,15.650775013871504,15.740548493176249,15.775184660108803,15.338854691162203,14.521430549236351,15.587617875412143,"hypothetical protein, conserved"
590,Tb927.10.11840,Tb927.10.11840:mRNA-p1,15.12489624118862,15.30564013178562,15.572767755029599,16.021014177446308,18.196478461373797,15.529724835550581,"WD domain, G-beta repeat, putative"
591,Tb927.10.11850,Tb927.10.11850:mRNA-p1,17.32840662870412,17.44489962424171,17.333521995259794,17.178515932164846,16.772282553523677,17.176499152135243,"WD domain, G-beta repeat, putative"
592,Tb927.10.11860,Tb927.10.11860:mRNA-p1,16.38416374047294,16.546022356511955,16.425824155869154,16.487379203858513,17.43500661142045,16.258341745463863,"Cornifin (SPRR) family, putative"
593,Tb927.10.11870,Tb927.10.11870:mRNA-p1,16.636002016187454,16.784603097444837,16.83746942525311,16.784556172854217,16.26137531015693,17.04397596372864,Guide RNA binding complex protein 5
594,Tb927.10.11880,Tb927.10.11880:mRNA-p1,12.527439182431568,12.49777961289639,13.395984473303383,13.598542912207742,-inf,12.682750751098416,"hypothetical protein, conserved"
595,Tb927.10.11890,Tb927.10.11890:mRNA-p1,17.848290737653667,17.66653522375121,17.798740440607126,17.46853455576106,18.584385326161133,17.553143415013118,"hypothetical protein, conserved"
596,Tb927.10.11930,Tb927.10.11930:mRNA-p1,19.61739997908106,19.61428444373898,19.55607413404979,19.641254788966823,19.903330706626814,19.457159534366436,beta-D-hydroxybutyrate dehydrogenase
598,Tb927.10.11960,Tb927.10.11960:mRNA-p1,13.946398998513931,13.867788030746272,14.11820619550219,14.166554487805305,15.720013114662882,14.455738712668735,"Serine/threonine-protein phosphatase 1 regulatory subunit, putative"
599,Tb927.10.11990,Tb927.10.11990:mRNA-p1,17.212813838500495,17.297594449807583,17.046874872746468,17.25828825615148,16.7345431120331,16.91724158445113,"60S ribosome subunit biogenesis protein NIP7, putative"
600,Tb927.10.12000,Tb927.10.12000:mRNA-p1,17.047437647178008,17.175830934100333,17.13290225597369,17.27176235575204,-inf,17.111825137851294,"iron-sulfur cluster assembly protein, putative"
601,Tb927.10.12010,Tb927.10.12010:mRNA-p1,18.170565857533614,18.560508933698884,18.43238948434867,18.31696592023064,18.249312991924103,18.489182556113292,"hypothetical protein, conserved"
602,Tb927.10.12030,Tb927.10.12030:mRNA-p1,19.602864093390156,19.534838238976718,19.42808959191356,19.31401725727198,19.35068362377197,19.231002271682588,"hypothetical protein, conserved"
603,Tb927.10.12090,Tb927.10.12090:mRNA-p1,17.639238903407534,17.569437054090514,17.58391692603242,19.36972220210024,17.58233565545247,18.105005461287508,"RNA-binding protein, putative"
604,Tb927.10.1210,Tb927.10.1210:mRNA-p1,20.633789249047425,20.518776559612235,20.612675280404893,20.834972385161507,19.8640427172804,20.573297698085806,"katanin, putative"
606,Tb927.10.12120,Tb927.10.12120:mRNA-p1,16.13380368947728,15.929427013044787,16.089153673725313,16.065890067011306,16.63279500757852,16.1145458821766,"hypothetical protein, conserved"
607,Tb927.10.12130,Tb927.10.12130:mRNA-p1,17.498391515084716,17.37500733861291,17.5047438388447,17.372547601763387,18.01641997696245,17.431732483798882,"Ubiquitin family, putative"
608,Tb927.10.12180,Tb927.10.12180:mRNA-p1,17.828510936236963,17.539796359694225,17.893750347695192,17.69267679313887,18.05105539648895,17.595191908210257,"hypothetical protein, conserved"
609,Tb927.10.12190,Tb927.10.12190:mRNA-p1,17.77125561081401,17.81575560070802,17.790346010721617,17.500067588940922,18.463499927167494,18.009802311622842,"RAB-interacting protein, putative"
610,Tb927.10.12240,Tb927.10.12240:mRNA-p1,17.598358104262925,17.578260847236393,17.71180894692251,17.959797251287878,18.26350662156676,18.15438472009667,"3-ketoacyl-CoA reductase, putative"
611,Tb927.10.12260,Tb927.10.12260:mRNA-p1,18.233170555015736,18.18786249112515,18.156084774107647,18.52686979911426,18.839936977838956,18.254274211539023,"cytosolic nonspecific dipeptidase, putative"
612,Tb927.10.12290,Tb927.10.12290:mRNA-p1,18.73013985382003,18.59265720049424,18.498624761103866,17.89630098831096,18.792739962031384,18.546148741714862,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
613,Tb927.10.1230,Tb927.10.1230:mRNA-p1,19.13224821130781,19.233442092886524,19.161432392643547,19.263487279720753,18.83261240142346,19.01738817896518,Enriched in surface-labeled proteome protein 23
614,Tb927.10.12330,Tb927.10.12330:mRNA-p1,17.158893778590155,16.932670637800868,16.866295562593606,16.63945619701102,16.651359194187865,17.04044408099784,"zinc finger protein family member, putative"
615,Tb927.10.12360,Tb927.10.12360:mRNA-p1,17.736497209383327,17.71043703827742,17.719970828285447,17.65678609499342,17.37357941796161,17.825866092725466,"hypothetical protein, conserved"
617,Tb927.10.12390,Tb927.10.12390:mRNA-p1,16.615852311118168,16.03614375736673,16.29837293036972,16.334177792476765,15.952320813821983,16.75411089979527,"hypothetical protein, conserved"
618,Tb927.10.12410,Tb927.10.12410:mRNA-p1,19.756343854822212,19.673768851671717,19.737578169488533,19.7249720624762,19.512013659298084,19.686056229258945,"hypothetical protein, conserved"
619,Tb927.10.12420,Tb927.10.12420:mRNA-p1,18.53983918415149,18.733181902830776,18.718272397538534,19.258934308857505,17.915643816724717,18.486601211679453,predicted S. cerevisiae Got1 homologue
620,Tb927.10.12430,Tb927.10.12430:mRNA-p1,18.124801921468325,18.07519365618156,17.807972846215723,17.787102669721307,17.131939990584932,18.04275649913145,"Noc2p family, putative"
621,Tb927.10.12450,Tb927.10.12450:mRNA-p1,17.15154647604729,17.272935133786383,17.369545164524773,17.348182703642852,17.071560561947482,17.20269748826703,"SNARE domain-containing protein, putative"
622,Tb927.10.12470,Tb927.10.12470:mRNA-p1,17.630652516072725,17.644090507425915,17.632875419467357,17.372229409185334,19.3826504098894,17.576541434446703,"hypothetical protein, conserved"
623,Tb927.10.12490,Tb927.10.12490:mRNA-p1,17.200133661916897,17.333008857383724,17.283886705784326,17.383806316801742,17.414627692414527,17.26116810468957,"kinesin, putative"
624,Tb927.10.1250,Tb927.10.1250:mRNA-p1,18.784473801530734,18.81887459224837,18.769014954312176,18.655216026903993,18.728126040306073,18.724184181228658,"Aminoacyl-tRNA editing domain containing protein, putative"
625,Tb927.10.12500,Tb927.10.12500:mRNA-p1,20.23488495063966,20.41578508611618,20.313629707518782,20.630061222470147,20.66697528307293,20.18150959048349,"P-type H+-ATPase, putative"
626,Tb927.10.12510,Tb927.10.12510:mRNA-p1,20.83333736520956,20.592394074204115,20.696325960424094,20.49274902349797,20.952159486316134,20.851529554011936,"P-type H+-ATPase, putative"
627,Tb927.10.12520,Tb927.10.12520:mRNA-p1,12.970037674815917,13.760235791475628,14.057724558952987,14.838435889264941,-inf,13.346190963560312,"hypothetical protein, conserved"
628,Tb927.10.12540,Tb927.10.12540:mRNA-p1,15.98260319060077,16.48941043529982,16.630447779482875,16.826609775453946,-inf,16.11583949968595,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
629,Tb927.10.12590,Tb927.10.12590:mRNA-p1,19.211210868427088,19.261595827883287,19.254541662480996,19.35299871295819,19.502764805371545,19.19940590857948,"hypothetical protein, conserved"
630,Tb927.10.1260,Tb927.10.1260:mRNA-p1,18.612587435766905,18.198007922094458,18.362793964314235,17.59280750424948,18.54640406964934,18.53690762613003,"aspartyl-tRNA synthetase, putative"
631,Tb927.10.12630,Tb927.10.12630:mRNA-p1,16.051034313978363,15.793109719328264,16.200795808061777,15.683223701613583,16.488566979879433,16.31396966662261,"hypothetical protein, conserved"
632,Tb927.10.12640,Tb927.10.12640:mRNA-p1,15.392414909079086,16.023718826301717,15.758131496204205,16.11972179630036,15.84829857080208,15.553382155993674,"chaperone protein DnaJ, putative"
633,Tb927.10.12660,Tb927.10.12660:mRNA-p1,19.76366128686406,19.50383119594724,19.616560509632706,19.377384511512666,20.487744126593928,19.531380270581806,pumilio/PUF RNA binding protein 2
634,Tb927.10.12670,Tb927.10.12670:mRNA-p1,14.960606344489975,14.979704729071713,15.00926652663117,15.425672308826192,14.655384958096464,14.94932954551011,"hypothetical protein, conserved"
635,Tb927.10.12680,Tb927.10.12680:mRNA-p1;Tb927.11.9730:mRNA-p1,20.494814454903523,20.29058378008889,20.08504042599918,19.674077371581653,20.684177807640538,20.158141371614835,"60S ribosomal protein L34, putative"
636,Tb927.10.12700,Tb927.10.12700:mRNA-p1,20.173983581305816,20.138110369781373,20.071363338069162,20.376154011874593,20.819594699723243,20.487011980018696,"pyruvate dehydrogenase E1 alpha subunit, putative"
637,Tb927.10.12710,Tb927.10.12710:mRNA-p1,22.385414684759994,22.243827855212086,22.27803053296473,22.028977441930234,22.84305633815231,22.169327448197674,"heat shock protein 110, putative"
638,Tb927.10.12720,Tb927.10.12720:mRNA-p1,17.552057858499424,17.36208829465232,17.501876535893878,17.724406642551674,18.742314165247752,17.54654549339803,Bait On Hook 1
639,Tb927.10.1280,Tb927.10.1280:mRNA-p1,17.26206386799311,17.477929673515902,17.18725178052439,17.648430877117647,17.61795087471081,17.16181585909682,"Domain of unknown function (DUF4499), putative"
640,Tb927.10.12800,Tb927.10.12800:mRNA-p1,15.917362062831007,16.298948302300595,15.944816150856706,15.608617150641226,16.305664899963922,15.192999490649717,Zinc finger CCCH domain-containing protein 38
641,Tb927.10.12810,Tb927.10.12810:mRNA-p1,18.326017132742386,18.34389066199663,18.268625519963752,18.561924179360446,18.305901150314355,18.253207807748854,"cholinephosphate cytidylyltransferase A, putative"
642,Tb927.10.12820,Tb927.10.12820:mRNA-p1,20.626642816620937,20.524691634085222,20.47396072777011,20.652744663250832,21.236460969576903,20.558786667828684,"hypothetical protein, conserved"
643,Tb927.10.12840,Tb927.10.12840:mRNA-p1,20.452402382980363,20.29371916422092,20.320589035863655,20.24278625637179,20.83143492290494,20.590133112053863,mitochondrial carrier protein
644,Tb927.10.12850,Tb927.10.12850:mRNA-p1,16.787542325162914,17.0080693466568,16.863867051288167,17.00652743115841,16.743981051870755,16.09971186475024,ttaggg binding factor
645,Tb927.10.12860,Tb927.10.12860:mRNA-p1,18.524550921040458,18.246788719993337,18.51250514780415,17.83996897252344,18.15460691579606,18.3875401317078,"pre-RNA processing PIH1/Nop17, putative"
646,Tb927.10.12870,Tb927.10.12870:mRNA-p1,16.457686346633103,16.403650119457783,16.279042609394228,16.703061313771812,13.914099312521198,16.084181973998536,Basal body protein
647,Tb927.10.12890,Tb927.10.12890:mRNA-p1,21.103432691829696,20.97343488475988,21.112824129894168,21.26191470834727,21.734625386639436,21.130189071113765,"bifunctional aminoacyl-tRNA synthetase, putative"
